"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-06-18","2017-06-24","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-07-30","2017-08-05","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-08-13","2017-08-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-08-20","2017-08-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-09-03","2017-09-09","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-10-08","2017-10-14","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-10-22","2017-10-28","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-11-26","2017-12-02","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","TEXAS","US-TX","NA","NA","2017-12-10","2017-12-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","HAWAII","US-HI","NA","NA","2016-06-05","2016-06-11","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-01-20","1924-01-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-02-24","1924-03-01","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1925-01-11","1925-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-01-20","1924-01-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-02-24","1924-03-01","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","PHILADELPHIA COUNTY","PHILADELPHIA","1925-01-11","1925-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","ORLEANS PARISH","NEW ORLEANS","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","VIRGINIA","US-VA","CITY OF RICHMOND","RICHMOND","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","VIRGINIA","US-VA","CITY OF RICHMOND","RICHMOND","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","OHIO","US-OH","CUYAHOGA COUNTY","CLEVELAND","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-01-20","1924-01-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-02-24","1924-03-01","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-01-20","1924-01-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-02-24","1924-03-01","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","SAN FRANCISCO COUNTY","SAN FRANCISCO","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-01-20","1924-01-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1925-01-11","1925-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-01-20","1924-01-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1924-09-21","1924-09-27","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","PENNSYLVANIA","US-PA","ALLEGHENY COUNTY","PITTSBURGH","1925-01-11","1925-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1924-02-24","1924-03-01","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1925-01-11","1925-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1924-02-24","1924-03-01","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","DISTRICT OF COLUMBIA","US-DC","WASHINGTON COUNTY","WASHINGTON","1925-01-11","1925-01-17","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","0","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1925-01-04","1925-01-10","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-04-06","1924-04-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-07-13","1924-07-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-08-10","1924-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-08-17","1924-08-23","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Dengue","38362002","Dengue virus","12637","1","UNITED STATES OF AMERICA","US","SOUTH CAROLINA","US-SC","CHARLESTON COUNTY","CHARLESTON","1924-08-31","1924-09-06","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
